display_ref,candidate_display_ref,hypothesis_id,candidate_id,group_id,parent_scope,path,timeframe,family,direction,state,report_status,requirement_id,parent_family_hypothesis_id,p004_status,p005_status,p005_reason,snapshot_content_sha256,unresolved_reasons
H0052,C0029,nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:363-364-365-366:evaluate-as:FLAT,nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:363-364-365-366,14e29bddeba1d66aa3f95c399549157e42e9eec1c278642a7ff32623ef48a9d5,1wk,parent,1wk,FLAT,NOT_ASSIGNED,CURRENT_SUPPLIED_SCOPE_REVIEWED,,,,,,,b6695aa0b692a8bb16c8c76e31e16abbe78598c3fcfc9d3e34d31be7ca71dc4e,[]
H0053,C0030,nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:364-365-366-367:evaluate-as:SINGLE_ZIGZAG,nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:364-365-366-367,27af0b67cf8c7cf1c4513604dbe13512fb019542fd14eab8320ee469383d1659,1wk,parent,1wk,SINGLE_ZIGZAG,NOT_ASSIGNED,CURRENT_SUPPLIED_SCOPE_REVIEWED,,,,,,,b6695aa0b692a8bb16c8c76e31e16abbe78598c3fcfc9d3e34d31be7ca71dc4e,[]
H0054,C0030,nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:364-365-366-367:evaluate-as:FLAT,nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:364-365-366-367,27af0b67cf8c7cf1c4513604dbe13512fb019542fd14eab8320ee469383d1659,1wk,parent,1wk,FLAT,NOT_ASSIGNED,CURRENT_SUPPLIED_SCOPE_REVIEWED,,,,,,,b6695aa0b692a8bb16c8c76e31e16abbe78598c3fcfc9d3e34d31be7ca71dc4e,[]
H0055,C0031,nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:365-366-367-368:evaluate-as:SINGLE_ZIGZAG,nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:365-366-367-368,78d12fe9f54d47765b6b744ce85d6ca1c5bc8ea4842b5089f6ce7c4057bf0a83,1wk,parent,1wk,SINGLE_ZIGZAG,NOT_ASSIGNED,CURRENT_SUPPLIED_SCOPE_REVIEWED,,,,,,,b6695aa0b692a8bb16c8c76e31e16abbe78598c3fcfc9d3e34d31be7ca71dc4e,[]
H0056,C0031,nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:365-366-367-368:evaluate-as:FLAT,nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:365-366-367-368,78d12fe9f54d47765b6b744ce85d6ca1c5bc8ea4842b5089f6ce7c4057bf0a83,1wk,parent,1wk,FLAT,NOT_ASSIGNED,CURRENT_SUPPLIED_SCOPE_REVIEWED,,,,,,,b6695aa0b692a8bb16c8c76e31e16abbe78598c3fcfc9d3e34d31be7ca71dc4e,[]
H0057,C0032,nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:FIVE_SEGMENT_HYPOTHESIS:363-364-365-366-367-368:evaluate-as:TRIANGLE,nvda-post-p005:1wk:generation:FIVE_SEGMENT_HYPOTHESIS:363-364-365-366-367-368,d34fc300ea2d13cb7caa3afa20c7d856bb7f6ca5461ff029e567e6aed264c8da,1wk,parent,1wk,TRIANGLE,NOT_ASSIGNED,CURRENT_SUPPLIED_SCOPE_REVIEWED,,,,,,,b6695aa0b692a8bb16c8c76e31e16abbe78598c3fcfc9d3e34d31be7ca71dc4e,[]
H0058,C0032,nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:FIVE_SEGMENT_HYPOTHESIS:363-364-365-366-367-368:evaluate-as:ENDING_DIAGONAL,nvda-post-p005:1wk:generation:FIVE_SEGMENT_HYPOTHESIS:363-364-365-366-367-368,d34fc300ea2d13cb7caa3afa20c7d856bb7f6ca5461ff029e567e6aed264c8da,1wk,parent,1wk,ENDING_DIAGONAL,NOT_ASSIGNED,CURRENT_SUPPLIED_SCOPE_REVIEWED,,,,,,,b6695aa0b692a8bb16c8c76e31e16abbe78598c3fcfc9d3e34d31be7ca71dc4e,[]
H0059,C0032,nvda-post-p005:1wk:parent-partial:nvda-post-p005:1wk:generation:FIVE_SEGMENT_HYPOTHESIS:363-364-365-366-367-368:evaluate-as:NORMAL_IMPULSE,nvda-post-p005:1wk:generation:FIVE_SEGMENT_HYPOTHESIS:363-364-365-366-367-368,d34fc300ea2d13cb7caa3afa20c7d856bb7f6ca5461ff029e567e6aed264c8da,1wk,parent,1wk,NORMAL_IMPULSE_PARTIAL,DOWN,P004_SATISFIED_WITH_UNRESOLVED_METHODOLOGY_DEPENDENCIES,PARTIAL_REVIEW_UNRESOLVED_FAMILY,,,RULE_SATISFIED,UNRESOLVED,DEVELOPING_REQUIRED_ENDPOINT,b6695aa0b692a8bb16c8c76e31e16abbe78598c3fcfc9d3e34d31be7ca71dc4e,"[""P005_UNRESOLVED_METHODOLOGY_DEPENDENCY"", ""P006_UNRESOLVED_METHODOLOGY_DEPENDENCY_CONFLICT"", ""COMPLETE_FAMILY_VALIDATION_UNAVAILABLE""]"
H0060,C0033,nvda-post-p005:1wk:child-families:child:3:nvda-post-p005:1wk:children:nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:364-365-366-367:evaluate-as:SINGLE_ZIGZAG:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:0-1-2-3:evaluate-as:SINGLE_ZIGZAG,nvda-post-p005:1wk:children:nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:364-365-366-367:evaluate-as:SINGLE_ZIGZAG:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:0-1-2-3,b256af8c8df47250b108659bc79c84c0883d312b3e5d91bdd7c967235845a041,1wk,child,1d,SINGLE_ZIGZAG,NOT_ASSIGNED,CURRENT_SUPPLIED_SCOPE_REVIEWED,,nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:364-365-366-367:evaluate-as:SINGLE_ZIGZAG:child:2,nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:364-365-366-367:evaluate-as:SINGLE_ZIGZAG,,,,cb40f31e27180612669865f660f811c0cda536c9b17f17588081326d5647fb18,[]
H0061,C0033,nvda-post-p005:1wk:child-families:child:3:nvda-post-p005:1wk:children:nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:364-365-366-367:evaluate-as:SINGLE_ZIGZAG:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:0-1-2-3:evaluate-as:FLAT,nvda-post-p005:1wk:children:nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:364-365-366-367:evaluate-as:SINGLE_ZIGZAG:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:0-1-2-3,b256af8c8df47250b108659bc79c84c0883d312b3e5d91bdd7c967235845a041,1wk,child,1d,FLAT,NOT_ASSIGNED,CURRENT_SUPPLIED_SCOPE_REVIEWED,,nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:364-365-366-367:evaluate-as:SINGLE_ZIGZAG:child:2,nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:364-365-366-367:evaluate-as:SINGLE_ZIGZAG,,,,cb40f31e27180612669865f660f811c0cda536c9b17f17588081326d5647fb18,[]
H0062,C0034,nvda-post-p005:1wk:child-families:child:3:nvda-post-p005:1wk:children:nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:364-365-366-367:evaluate-as:SINGLE_ZIGZAG:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:1-2-3-4:evaluate-as:SINGLE_ZIGZAG,nvda-post-p005:1wk:children:nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:364-365-366-367:evaluate-as:SINGLE_ZIGZAG:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:1-2-3-4,c060552287e7cb4fd8d29f71e6da2335b505a257f5b61f88c471e3b384925c49,1wk,child,1d,SINGLE_ZIGZAG,NOT_ASSIGNED,CURRENT_SUPPLIED_SCOPE_REVIEWED,,nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:364-365-366-367:evaluate-as:SINGLE_ZIGZAG:child:2,nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:364-365-366-367:evaluate-as:SINGLE_ZIGZAG,,,,cb40f31e27180612669865f660f811c0cda536c9b17f17588081326d5647fb18,[]
H0063,C0034,nvda-post-p005:1wk:child-families:child:3:nvda-post-p005:1wk:children:nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:364-365-366-367:evaluate-as:SINGLE_ZIGZAG:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:1-2-3-4:evaluate-as:FLAT,nvda-post-p005:1wk:children:nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:364-365-366-367:evaluate-as:SINGLE_ZIGZAG:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:1-2-3-4,c060552287e7cb4fd8d29f71e6da2335b505a257f5b61f88c471e3b384925c49,1wk,child,1d,FLAT,NOT_ASSIGNED,CURRENT_SUPPLIED_SCOPE_REVIEWED,,nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:364-365-366-367:evaluate-as:SINGLE_ZIGZAG:child:2,nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:364-365-366-367:evaluate-as:SINGLE_ZIGZAG,,,,cb40f31e27180612669865f660f811c0cda536c9b17f17588081326d5647fb18,[]
H0064,C0035,nvda-post-p005:1wk:child-families:child:5:nvda-post-p005:1wk:children:nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:364-365-366-367:evaluate-as:FLAT:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:0-1-2-3:evaluate-as:SINGLE_ZIGZAG,nvda-post-p005:1wk:children:nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:364-365-366-367:evaluate-as:FLAT:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:0-1-2-3,b256af8c8df47250b108659bc79c84c0883d312b3e5d91bdd7c967235845a041,1wk,child,1d,SINGLE_ZIGZAG,NOT_ASSIGNED,CURRENT_SUPPLIED_SCOPE_REVIEWED,,nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:364-365-366-367:evaluate-as:FLAT:child:2,nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:364-365-366-367:evaluate-as:FLAT,,,,cb40f31e27180612669865f660f811c0cda536c9b17f17588081326d5647fb18,[]
H0065,C0035,nvda-post-p005:1wk:child-families:child:5:nvda-post-p005:1wk:children:nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:364-365-366-367:evaluate-as:FLAT:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:0-1-2-3:evaluate-as:FLAT,nvda-post-p005:1wk:children:nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:364-365-366-367:evaluate-as:FLAT:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:0-1-2-3,b256af8c8df47250b108659bc79c84c0883d312b3e5d91bdd7c967235845a041,1wk,child,1d,FLAT,NOT_ASSIGNED,CURRENT_SUPPLIED_SCOPE_REVIEWED,,nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:364-365-366-367:evaluate-as:FLAT:child:2,nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:364-365-366-367:evaluate-as:FLAT,,,,cb40f31e27180612669865f660f811c0cda536c9b17f17588081326d5647fb18,[]
H0066,C0036,nvda-post-p005:1wk:child-families:child:5:nvda-post-p005:1wk:children:nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:364-365-366-367:evaluate-as:FLAT:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:1-2-3-4:evaluate-as:SINGLE_ZIGZAG,nvda-post-p005:1wk:children:nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:364-365-366-367:evaluate-as:FLAT:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:1-2-3-4,c060552287e7cb4fd8d29f71e6da2335b505a257f5b61f88c471e3b384925c49,1wk,child,1d,SINGLE_ZIGZAG,NOT_ASSIGNED,CURRENT_SUPPLIED_SCOPE_REVIEWED,,nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:364-365-366-367:evaluate-as:FLAT:child:2,nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:364-365-366-367:evaluate-as:FLAT,,,,cb40f31e27180612669865f660f811c0cda536c9b17f17588081326d5647fb18,[]
H0067,C0036,nvda-post-p005:1wk:child-families:child:5:nvda-post-p005:1wk:children:nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:364-365-366-367:evaluate-as:FLAT:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:1-2-3-4:evaluate-as:FLAT,nvda-post-p005:1wk:children:nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:364-365-366-367:evaluate-as:FLAT:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:1-2-3-4,c060552287e7cb4fd8d29f71e6da2335b505a257f5b61f88c471e3b384925c49,1wk,child,1d,FLAT,NOT_ASSIGNED,CURRENT_SUPPLIED_SCOPE_REVIEWED,,nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:364-365-366-367:evaluate-as:FLAT:child:2,nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:364-365-366-367:evaluate-as:FLAT,,,,cb40f31e27180612669865f660f811c0cda536c9b17f17588081326d5647fb18,[]
H0068,C0037,nvda-post-p005:1wk:child-families:child:8:nvda-post-p005:1wk:children:nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:365-366-367-368:evaluate-as:SINGLE_ZIGZAG:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:0-1-2-3:evaluate-as:SINGLE_ZIGZAG,nvda-post-p005:1wk:children:nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:365-366-367-368:evaluate-as:SINGLE_ZIGZAG:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:0-1-2-3,8e069e5232500ab3d9d6f9e73441d3b6603de3d69f769a149feea0fce7dff179,1wk,child,1d,SINGLE_ZIGZAG,NOT_ASSIGNED,CURRENT_SUPPLIED_SCOPE_REVIEWED,,nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:365-366-367-368:evaluate-as:SINGLE_ZIGZAG:child:2,nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:365-366-367-368:evaluate-as:SINGLE_ZIGZAG,,,,cb40f31e27180612669865f660f811c0cda536c9b17f17588081326d5647fb18,[]
H0069,C0037,nvda-post-p005:1wk:child-families:child:8:nvda-post-p005:1wk:children:nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:365-366-367-368:evaluate-as:SINGLE_ZIGZAG:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:0-1-2-3:evaluate-as:FLAT,nvda-post-p005:1wk:children:nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:365-366-367-368:evaluate-as:SINGLE_ZIGZAG:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:0-1-2-3,8e069e5232500ab3d9d6f9e73441d3b6603de3d69f769a149feea0fce7dff179,1wk,child,1d,FLAT,NOT_ASSIGNED,CURRENT_SUPPLIED_SCOPE_REVIEWED,,nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:365-366-367-368:evaluate-as:SINGLE_ZIGZAG:child:2,nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:365-366-367-368:evaluate-as:SINGLE_ZIGZAG,,,,cb40f31e27180612669865f660f811c0cda536c9b17f17588081326d5647fb18,[]
H0070,C0038,nvda-post-p005:1wk:child-families:child:8:nvda-post-p005:1wk:children:nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:365-366-367-368:evaluate-as:SINGLE_ZIGZAG:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:1-2-3-4:evaluate-as:SINGLE_ZIGZAG,nvda-post-p005:1wk:children:nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:365-366-367-368:evaluate-as:SINGLE_ZIGZAG:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:1-2-3-4,88176288ed641cb5c409b6b886ab3d9a5b95993c5939322790d114c6651ca8e0,1wk,child,1d,SINGLE_ZIGZAG,NOT_ASSIGNED,CURRENT_SUPPLIED_SCOPE_REVIEWED,,nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:365-366-367-368:evaluate-as:SINGLE_ZIGZAG:child:2,nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:365-366-367-368:evaluate-as:SINGLE_ZIGZAG,,,,cb40f31e27180612669865f660f811c0cda536c9b17f17588081326d5647fb18,[]
H0071,C0038,nvda-post-p005:1wk:child-families:child:8:nvda-post-p005:1wk:children:nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:365-366-367-368:evaluate-as:SINGLE_ZIGZAG:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:1-2-3-4:evaluate-as:FLAT,nvda-post-p005:1wk:children:nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:365-366-367-368:evaluate-as:SINGLE_ZIGZAG:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:1-2-3-4,88176288ed641cb5c409b6b886ab3d9a5b95993c5939322790d114c6651ca8e0,1wk,child,1d,FLAT,NOT_ASSIGNED,CURRENT_SUPPLIED_SCOPE_REVIEWED,,nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:365-366-367-368:evaluate-as:SINGLE_ZIGZAG:child:2,nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:365-366-367-368:evaluate-as:SINGLE_ZIGZAG,,,,cb40f31e27180612669865f660f811c0cda536c9b17f17588081326d5647fb18,[]
H0072,C0039,nvda-post-p005:1wk:child-families:child:9:nvda-post-p005:1wk:children:nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:365-366-367-368:evaluate-as:FLAT:child:1:neutral-children:THREE_SEGMENT_HYPOTHESIS:0-1-2-3:evaluate-as:SINGLE_ZIGZAG,nvda-post-p005:1wk:children:nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:365-366-367-368:evaluate-as:FLAT:child:1:neutral-children:THREE_SEGMENT_HYPOTHESIS:0-1-2-3,b256af8c8df47250b108659bc79c84c0883d312b3e5d91bdd7c967235845a041,1wk,child,1d,SINGLE_ZIGZAG,NOT_ASSIGNED,CURRENT_SUPPLIED_SCOPE_REVIEWED,,nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:365-366-367-368:evaluate-as:FLAT:child:1,nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:365-366-367-368:evaluate-as:FLAT,,,,cb40f31e27180612669865f660f811c0cda536c9b17f17588081326d5647fb18,[]
H0073,C0039,nvda-post-p005:1wk:child-families:child:9:nvda-post-p005:1wk:children:nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:365-366-367-368:evaluate-as:FLAT:child:1:neutral-children:THREE_SEGMENT_HYPOTHESIS:0-1-2-3:evaluate-as:FLAT,nvda-post-p005:1wk:children:nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:365-366-367-368:evaluate-as:FLAT:child:1:neutral-children:THREE_SEGMENT_HYPOTHESIS:0-1-2-3,b256af8c8df47250b108659bc79c84c0883d312b3e5d91bdd7c967235845a041,1wk,child,1d,FLAT,NOT_ASSIGNED,CURRENT_SUPPLIED_SCOPE_REVIEWED,,nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:365-366-367-368:evaluate-as:FLAT:child:1,nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:365-366-367-368:evaluate-as:FLAT,,,,cb40f31e27180612669865f660f811c0cda536c9b17f17588081326d5647fb18,[]
H0074,C0040,nvda-post-p005:1wk:child-families:child:9:nvda-post-p005:1wk:children:nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:365-366-367-368:evaluate-as:FLAT:child:1:neutral-children:THREE_SEGMENT_HYPOTHESIS:1-2-3-4:evaluate-as:SINGLE_ZIGZAG,nvda-post-p005:1wk:children:nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:365-366-367-368:evaluate-as:FLAT:child:1:neutral-children:THREE_SEGMENT_HYPOTHESIS:1-2-3-4,c060552287e7cb4fd8d29f71e6da2335b505a257f5b61f88c471e3b384925c49,1wk,child,1d,SINGLE_ZIGZAG,NOT_ASSIGNED,CURRENT_SUPPLIED_SCOPE_REVIEWED,,nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:365-366-367-368:evaluate-as:FLAT:child:1,nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:365-366-367-368:evaluate-as:FLAT,,,,cb40f31e27180612669865f660f811c0cda536c9b17f17588081326d5647fb18,[]
H0075,C0040,nvda-post-p005:1wk:child-families:child:9:nvda-post-p005:1wk:children:nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:365-366-367-368:evaluate-as:FLAT:child:1:neutral-children:THREE_SEGMENT_HYPOTHESIS:1-2-3-4:evaluate-as:FLAT,nvda-post-p005:1wk:children:nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:365-366-367-368:evaluate-as:FLAT:child:1:neutral-children:THREE_SEGMENT_HYPOTHESIS:1-2-3-4,c060552287e7cb4fd8d29f71e6da2335b505a257f5b61f88c471e3b384925c49,1wk,child,1d,FLAT,NOT_ASSIGNED,CURRENT_SUPPLIED_SCOPE_REVIEWED,,nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:365-366-367-368:evaluate-as:FLAT:child:1,nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:365-366-367-368:evaluate-as:FLAT,,,,cb40f31e27180612669865f660f811c0cda536c9b17f17588081326d5647fb18,[]
H0076,C0041,nvda-post-p005:1wk:child-families:child:10:nvda-post-p005:1wk:children:nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:365-366-367-368:evaluate-as:FLAT:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:0-1-2-3:evaluate-as:SINGLE_ZIGZAG,nvda-post-p005:1wk:children:nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:365-366-367-368:evaluate-as:FLAT:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:0-1-2-3,8e069e5232500ab3d9d6f9e73441d3b6603de3d69f769a149feea0fce7dff179,1wk,child,1d,SINGLE_ZIGZAG,NOT_ASSIGNED,CURRENT_SUPPLIED_SCOPE_REVIEWED,,nvda-post-p005:1wk:internals:nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:365-366-367-368:evaluate-as:FLAT:child:2,nvda-post-p005:1wk:families:nvda-post-p005:1wk:generation:THREE_SEGMENT_HYPOTHESIS:365-366-367-368:evaluate-as:FLAT,,,,cb40f31e27180612669865f660f811c0cda536c9b17f17588081326d5647fb18,[]
